,year,selling_price,km_driven,brand,fuel,seller,transmission,owner
1846,13,12.345834587905333,10.816272145080996,Hyundai_i10,Petrol,Dealer,Manual,First Owner
1847,12,14.077875591662238,10.97679912709094,Audi_A6,Diesel,Dealer,Automatic,First Owner
1848,20,11.289794413577894,10.943428518789158,Hyundai_Santro,Petrol,Dealer,Manual,First Owner
1849,13,12.861001210669146,10.859018228147887,Skoda_Laura,Diesel,Dealer,Manual,First Owner
1850,10,13.541075028051122,10.921269323289689,Hyundai_Verna,Petrol,Trustmark Dealer,Manual,First Owner
1851,8,13.304686600863562,10.747379619788498,Maruti_Swift,Diesel,Trustmark Dealer,Manual,First Owner
1852,11,12.706850963741102,12.206077645517674,Chevrolet_Enjoy,Diesel,Individual,Manual,Third Owner
1853,16,11.918397239722838,11.695255355062795,Maruti_Alto,Petrol,Individual,Manual,First Owner
1854,17,11.561725152903833,11.407576060361786,Tata_Indigo,Diesel,Individual,Manual,First Owner
1855,12,12.128116509451258,11.082157933374816,Tata_Indica,Diesel,Individual,Manual,First Owner
1856,11,12.468440756144114,10.819798284210286,Fiat_Grande,Diesel,Individual,Manual,First Owner
1857,13,13.017005083966255,10.404293143019792,Maruti_Swift,Diesel,Individual,Manual,First Owner
1858,9,13.122365377402328,10.545367754151743,Maruti_Swift,Petrol,Individual,Manual,First Owner
1859,13,12.468440756144114,10.596659732783579,Maruti_Alto,Petrol,Individual,Manual,First Owner
1860,13,12.487488878546145,10.915106645867503,Volkswagen_Polo,Diesel,Individual,Manual,Second Owner
1861,8,13.592368256649284,10.165890277802454,Mahindra_Thar,Diesel,Individual,Manual,Second Owner
1862,9,13.676248490630767,11.289794413577894,Tata_Safari,Diesel,Individual,Manual,First Owner
1863,7,13.444448325847754,10.596659732783579,Maruti_Baleno,Petrol,Individual,Manual,First Owner
1864,14,13.623139877437296,11.695255355062795,Mitsubishi_Pajero,Diesel,Individual,Manual,First Owner
1865,19,11.982935344196433,11.054549966205157,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1866,19,12.611541086966115,11.695255355062795,Mahindra_Scorpio,Diesel,Individual,Manual,Second Owner
1867,20,11.51293546492023,11.51293546492023,Maruti_Wagon,Petrol,Individual,Manual,Third Owner
1868,10,13.180634172318978,11.251573687764477,Hyundai_i20,Diesel,Individual,Manual,Second Owner
1869,9,12.793862088206213,10.308985993422082,Maruti_Swift,Petrol,Individual,Manual,First Owner
1870,10,12.301387370778713,10.596659732783579,Maruti_Swift,Petrol,Individual,Manual,First Owner
1871,8,12.08954444723597,10.463131911491967,Maruti_Alto,Petrol,Individual,Manual,First Owner
1872,7,13.151924121391561,8.517393171418904,Mahindra_Thar,Diesel,Individual,Manual,First Owner
1873,11,12.611541086966115,10.463131911491967,Maruti_Ritz,Petrol,Individual,Manual,First Owner
1874,17,11.561725152903833,11.407576060361786,Tata_Indigo,Diesel,Individual,Manual,First Owner
1875,12,12.128116509451258,11.082157933374816,Tata_Indica,Diesel,Individual,Manual,First Owner
1876,13,11.918397239722838,11.289794413577894,Tata_Indica,Diesel,Individual,Manual,Second Owner
1877,11,12.468440756144114,10.819798284210286,Fiat_Grande,Diesel,Individual,Manual,First Owner
1878,13,13.017005083966255,10.404293143019792,Maruti_Swift,Diesel,Individual,Manual,First Owner
1879,9,13.122365377402328,10.545367754151743,Maruti_Swift,Petrol,Individual,Manual,First Owner
1880,13,12.468440756144114,10.596659732783579,Maruti_Alto,Petrol,Individual,Manual,First Owner
1881,13,12.487488878546145,10.915106645867503,Volkswagen_Polo,Diesel,Individual,Manual,Second Owner
1882,8,13.527829818844937,9.61587214452889,Tata_Nexon,Petrol,Individual,Manual,First Owner
1883,8,13.592368256649284,10.165890277802454,Mahindra_Thar,Diesel,Individual,Manual,Second Owner
1884,9,13.676248490630767,11.289794413577894,Tata_Safari,Diesel,Individual,Manual,First Owner
1885,13,13.76421831620775,11.289794413577894,Toyota_Innova,Diesel,Individual,Manual,First Owner
1886,7,13.444448325847754,10.596659732783579,Maruti_Baleno,Petrol,Individual,Manual,First Owner
1887,14,13.623139877437296,11.695255355062795,Mitsubishi_Pajero,Diesel,Individual,Manual,First Owner
1888,12,12.04355959836804,11.156264806643742,Maruti_800,Petrol,Individual,Manual,First Owner
1889,19,11.982935344196433,11.054549966205157,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1890,19,12.611541086966115,11.695255355062795,Mahindra_Scorpio,Diesel,Individual,Manual,Second Owner
1891,10,12.660331092405906,10.714439990727769,Datsun_GO,Petrol,Individual,Manual,Second Owner
1892,19,11.407576060361786,10.596659732783579,Maruti_800,Petrol,Individual,Manual,Second Owner
1893,20,11.51293546492023,11.51293546492023,Maruti_Wagon,Petrol,Individual,Manual,Third Owner
1894,17,11.082157933374816,11.608244735642321,Tata_Indica,Petrol,Individual,Manual,Third Owner
1895,13,12.650761671914688,11.407576060361786,Hyundai_Verna,Diesel,Individual,Manual,Second Owner
1896,7,13.45883704259595,10.12667110305036,Maruti_Vitara,Diesel,Individual,Manual,First Owner
1897,20,11.918397239722838,10.757924157061597,Hyundai_Santro,Petrol,Individual,Manual,First Owner
1898,12,13.017005083966255,11.002116507732017,Renault_Fluence,Diesel,Individual,Manual,First Owner
1899,15,12.345834587905333,11.695255355062795,Hyundai_Verna,Diesel,Individual,Manual,Second Owner
1900,17,11.6172944892629,11.695255355062795,Maruti_Swift,Diesel,Individual,Manual,First Owner
1901,13,12.429220196836383,11.849404844423074,Maruti_Swift,Diesel,Individual,Manual,Second Owner
1902,6,13.527829818844937,6.90975328164481,Ford_Freestyle,Diesel,Dealer,Manual,First Owner
1903,8,13.559328444560693,7.472500744737558,Ford_Figo,Petrol,Dealer,Automatic,First Owner
1904,7,13.47442911525415,7.2813856635702825,Ford_Figo,Petrol,Dealer,Automatic,First Owner
1905,8,13.304686600863562,10.466611465513152,Ford_Figo,Diesel,Dealer,Manual,First Owner
1906,10,13.02805489573287,11.436281973409896,Maruti_Swift,Diesel,Dealer,Manual,First Owner
1907,10,12.323860125621126,11.431704563498883,Datsun_GO,Petrol,Dealer,Manual,Second Owner
1908,6,13.384729180332174,8.517393171418904,Maruti_Swift,Diesel,Individual,Manual,First Owner
1909,12,12.206077645517674,10.819798284210286,Chevrolet_Beat,Petrol,Individual,Manual,First Owner
1910,9,13.681980308196241,11.211833885608513,Hyundai_Creta,Diesel,Individual,Automatic,First Owner
1911,8,13.527829818844937,10.596659732783579,Skoda_Rapid,Diesel,Individual,Automatic,First Owner
1912,6,13.493928313146206,9.99884318585288,Maruti_Swift,Diesel,Individual,Automatic,First Owner
1913,18,11.51293546492023,11.51293546492023,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1914,6,13.910821646859095,10.596659732783579,Tata_Hexa,Diesel,Individual,Manual,First Owner
1915,8,14.80876270134486,10.308985993422082,Ford_Endeavour,Diesel,Individual,Automatic,First Owner
1916,9,12.54254845357358,10.043292972227004,Renault_KWID,Petrol,Individual,Manual,First Owner
1917,16,11.918397239722838,10.308985993422082,Tata_Indica,Diesel,Individual,Manual,First Owner
1918,15,12.206077645517674,10.819798284210286,Tata_Manza,Petrol,Individual,Manual,First Owner
1919,15,11.904974309480181,11.51293546492023,Maruti_Ritz,Diesel,Individual,Manual,Second Owner
1920,14,12.449018824140563,11.156264806643742,Maruti_Swift,Petrol,Individual,Manual,Second Owner
1921,12,12.793862088206213,11.002116507732017,Maruti_Swift,Petrol,Individual,Manual,Second Owner
1922,19,11.461642696843066,11.407576060361786,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1923,18,12.128116509451258,12.345838935721968,Mahindra_Bolero,Diesel,Individual,Manual,Second Owner
1924,13,12.128116509451258,10.596659732783579,Tata_Indica,Diesel,Individual,Manual,First Owner
1925,6,12.611541086966115,9.61587214452889,Renault_KWID,Petrol,Individual,Manual,First Owner
1926,7,13.592368256649284,10.596659732783579,Hyundai_Verna,Petrol,Individual,Manual,First Owner
1927,25,11.002116507732017,10.819798284210286,Maruti_Zen,Petrol,Individual,Manual,First Owner
1928,15,11.289794413577894,10.819798284210286,Fiat_Punto,Petrol,Individual,Manual,Second Owner
1929,7,13.122365377402328,8.987321812850125,Hyundai_Xcent,Petrol,Individual,Manual,First Owner
1930,12,12.429220196836383,10.463131911491967,Hyundai_EON,Petrol,Individual,Manual,First Owner
1931,15,12.429220196836383,11.289794413577894,Tata_New,Diesel,Individual,Manual,First Owner
1932,20,11.736077016252437,10.819798284210286,Maruti_Wagon,Petrol,Individual,Manual,Second Owner
1933,23,11.51293546492023,11.289794413577894,Maruti_Alto,Petrol,Individual,Manual,Fourth & Above Owner
1934,15,13.081543466215237,11.407576060361786,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
1935,7,12.676079399771027,10.308985993422082,Mahindra_KUV,Petrol,Individual,Manual,Second Owner
1936,15,11.775297421715827,11.156264806643742,Maruti_A-Star,Petrol,Individual,Manual,Second Owner
1937,19,10.950824090522445,11.289794413577894,Tata_Indica,Diesel,Individual,Manual,Second Owner
1938,20,11.225256725762893,11.002116507732017,Hyundai_Santro,Petrol,Individual,Manual,First Owner
1939,22,11.002116507732017,10.463131911491967,Maruti_800,Petrol,Individual,Manual,First Owner
1940,17,11.736077016252437,11.156264806643742,Maruti_Alto,Petrol,Individual,Manual,First Owner
1941,21,11.561725152903833,11.51293546492023,Honda_City,Petrol,Individual,Manual,Third Owner
1942,17,11.736077016252437,11.931642378754141,Maruti_Wagon,LPG,Individual,Manual,Second Owner
1943,27,11.141876276228,11.156264806643742,Maruti_Zen,Petrol,Individual,Manual,Second Owner
1944,13,11.775297421715827,11.407576060361786,Tata_Indigo,Diesel,Individual,Manual,Second Owner
1945,6,13.353476685668044,10.596659732783579,Maruti_Baleno,Petrol,Individual,Manual,First Owner
1946,9,12.706850963741102,10.819798284210286,Honda_Amaze,Petrol,Individual,Manual,Second Owner
1947,11,12.73670383776449,9.61587214452889,Maruti_Wagon,Petrol,Individual,Manual,Second Owner
1948,19,11.002116507732017,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,Third Owner
1949,11,13.217675375388819,11.268596580863035,Tata_Safari,Diesel,Individual,Manual,First Owner
1950,11,13.081543466215237,11.608244735642321,Maruti_Ertiga,Diesel,Individual,Manual,Second Owner
1951,12,12.660331092405906,11.289794413577894,Hyundai_Verna,Diesel,Individual,Manual,Second Owner
1952,13,12.013706813470414,11.695255355062795,Ford_Fiesta,Diesel,Individual,Manual,First Owner
1953,9,12.04355959836804,11.736077016252437,Chevrolet_Beat,Petrol,Individual,Manual,First Owner
1954,7,13.217675375388819,8.987321812850125,Maruti_Baleno,Petrol,Individual,Manual,First Owner
1955,7,13.049794835104816,9.472781556562168,Volkswagen_Ameo,Petrol,Individual,Manual,First Owner
1956,13,11.695255355062795,11.289794413577894,Tata_Indica,Diesel,Individual,Manual,Third Owner
1957,17,12.301387370778713,10.90246365102889,Hyundai_Verna,Petrol,Individual,Manual,First Owner
1958,14,12.100717685412471,11.156264806643742,Ford_Figo,Diesel,Individual,Manual,Second Owner
1959,19,11.918397239722838,10.451637862362272,Chevrolet_Aveo,Petrol,Individual,Manual,Third Owner
1960,9,13.161586013632684,10.12667110305036,Tata_Zest,Petrol,Individual,Manual,First Owner
1961,12,12.971542813248437,11.289794413577894,Tata_Safari,Diesel,Individual,Manual,Third Owner
1962,16,12.611541086966115,10.915106645867503,Mahindra_Bolero,Diesel,Individual,Manual,Second Owner
1963,5,13.815511557963774,8.517393171418904,Hyundai_Venue,Diesel,Individual,Manual,First Owner
1964,8,13.493928313146206,10.308985993422082,Honda_WR-V,Diesel,Individual,Manual,First Owner
1965,14,13.122365377402328,10.34177474101152,Hyundai_Verna,Diesel,Individual,Manual,First Owner
1966,14,12.429220196836383,10.819798284210286,Maruti_Wagon,Petrol,Individual,Manual,First Owner
1967,7,13.45883704259595,10.551061887801316,Maruti_Swift,Diesel,Individual,Manual,First Owner
1968,14,12.128116509451258,10.819798284210286,Ford_Figo,Petrol,Individual,Manual,Third Owner
1969,14,12.206077645517674,11.695255355062795,Maruti_Ritz,Diesel,Individual,Manual,First Owner
1970,21,12.660331092405906,11.608244735642321,Mahindra_Bolero,Diesel,Individual,Manual,Third Owner
1971,6,13.910821646859095,10.596659732783579,Tata_Hexa,Diesel,Individual,Manual,First Owner
1972,24,10.859018228147887,10.819798284210286,Hyundai_Santro,Petrol,Individual,Manual,Third Owner
1973,8,13.304686600863562,9.210440366976517,Hyundai_i20,Petrol,Individual,Manual,First Owner
1974,6,14.346139397261565,9.210440366976517,Tata_Harrier,Diesel,Individual,Manual,First Owner
1975,10,13.019224835777257,11.51293546492023,Nissan_Terrano,Diesel,Individual,Manual,First Owner
1976,9,12.821260987319457,11.002116507732017,Mahindra_KUV,Petrol,Individual,Manual,First Owner
1977,8,14.80876270134486,10.308985993422082,Ford_Endeavour,Diesel,Individual,Automatic,First Owner
1978,9,12.54254845357358,10.043292972227004,Renault_KWID,Petrol,Individual,Manual,First Owner
1979,8,12.765691290604371,10.308985993422082,Maruti_Wagon,Petrol,Individual,Manual,First Owner
1980,14,12.429220196836383,10.819798284210286,Hyundai_i10,Petrol,Individual,Manual,First Owner
1981,11,12.230765258120545,10.12667110305036,Maruti_Alto,Petrol,Individual,Manual,Second Owner
1982,6,13.122365377402328,9.61587214452889,Maruti_Ignis,Petrol,Individual,Manual,First Owner
1983,16,11.918397239722838,10.308985993422082,Tata_Indica,Diesel,Individual,Manual,First Owner
1984,15,12.07254696717504,10.714439990727769,Chevrolet_Spark,Petrol,Individual,Manual,Second Owner
1985,16,12.04355959836804,10.709985739582528,Chevrolet_Spark,Petrol,Individual,Manual,Second Owner
1986,15,12.206077645517674,10.819798284210286,Tata_Manza,Petrol,Individual,Manual,First Owner
1987,7,13.592368256649284,10.859018228147887,Hyundai_Creta,Diesel,Individual,Manual,First Owner
1988,8,13.997832948091215,10.819798284210286,Tata_Hexa,Diesel,Individual,Automatic,First Owner
1989,17,12.899222326086994,10.463131911491967,Toyota_Corolla,Petrol,Individual,Manual,Second Owner
1990,15,11.904974309480181,11.51293546492023,Maruti_Ritz,Diesel,Individual,Manual,Second Owner
1991,11,12.206077645517674,11.51293546492023,Tata_Manza,Diesel,Individual,Manual,First Owner
1992,9,12.556733038263905,10.596659732783579,Maruti_Swift,Diesel,Individual,Manual,Second Owner
1993,18,11.289794413577894,11.002116507732017,Maruti_Wagon,Petrol,Individual,Manual,Third Owner
1994,11,12.04355959836804,11.251573687764477,Chevrolet_Beat,Petrol,Individual,Manual,First Owner
1995,14,11.918397239722838,11.002116507732017,Hyundai_Accent,Petrol,Individual,Manual,First Owner
1996,15,11.608244735642321,11.252521278294575,Tata_Manza,Petrol,Individual,Manual,Second Owner
1997,9,12.899222326086994,11.156264806643742,Ford_Figo,Diesel,Individual,Manual,First Owner
1998,12,12.524530013005734,11.407576060361786,Hyundai_i10,LPG,Individual,Manual,Second Owner
1999,12,13.592368256649284,12.133507329024972,Toyota_Innova,Diesel,Individual,Manual,Third Owner
2000,11,13.217675375388819,11.407576060361786,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
2001,18,11.736077016252437,11.51293546492023,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2002,15,11.813037464800539,11.289794413577894,Chevrolet_Beat,Petrol,Individual,Manual,Second Owner
2003,13,12.762830066509972,11.918397239722838,Mahindra_Scorpio,Diesel,Individual,Manual,First Owner
2004,11,13.034626646500051,11.289794413577894,Maruti_Swift,Diesel,Individual,Manual,First Owner
2005,7,12.611541086966115,10.463131911491967,Maruti_Alto,Petrol,Individual,Manual,First Owner
2006,17,11.461642696843066,11.156264806643742,Maruti_Alto,Petrol,Individual,Manual,First Owner
2007,7,13.652992804936396,10.819798284210286,Maruti_S-Cross,Diesel,Individual,Manual,First Owner
2008,6,13.527829818844937,10.12667110305036,Ford_Freestyle,Diesel,Individual,Manual,First Owner
2009,12,12.154784614286667,11.695255355062795,Ford_Figo,Diesel,Individual,Manual,First Owner
2010,16,11.918397239722838,11.156264806643742,Maruti_Wagon,Petrol,Individual,Manual,First Owner
2011,16,11.652687407345388,11.571203807011969,Hyundai_Accent,Petrol,Individual,Manual,Third Owner
2012,15,12.676079399771027,11.695255355062795,Toyota_Innova,Petrol,Individual,Manual,Third Owner
2013,6,12.611541086966115,11.695255355062795,Maruti_Alto,CNG,Individual,Manual,First Owner
2014,9,12.524530013005734,11.982935344196433,Maruti_Ritz,Petrol,Individual,Manual,First Owner
2015,15,11.849404844423074,11.695255355062795,Chevrolet_Aveo,Petrol,Individual,Manual,Second Owner
2016,5,13.629182184591333,9.210440366976517,Tata_Altroz,Petrol,Individual,Manual,First Owner
2017,12,12.847929163278053,10.819798284210286,Volkswagen_Polo,Petrol,Individual,Manual,First Owner
2018,15,11.918397239722838,11.407576060361786,Hyundai_i10,Petrol,Individual,Manual,Second Owner
2019,17,10.819798284210286,11.156264806643742,Chevrolet_Spark,Petrol,Individual,Manual,First Owner
2020,17,11.951186847493476,11.51293546492023,Mahindra_Bolero,Diesel,Individual,Manual,First Owner
2021,17,11.951186847493476,11.51293546492023,Mahindra_Bolero,Diesel,Individual,Manual,First Owner
2022,15,12.611541086966115,11.289794413577894,Skoda_Superb,Petrol,Individual,Manual,First Owner
2023,7,12.611541086966115,9.716253951381153,Maruti_Alto,Petrol,Dealer,Manual,First Owner
2024,9,12.861001210669146,10.545367754151743,Tata_Tiago,Diesel,Dealer,Manual,First Owner
2025,15,12.30592250537653,10.839600519357369,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
2026,9,12.850557278777309,10.545367754151743,Tata_Tiago,Diesel,Dealer,Manual,First Owner
2027,10,12.43320821811392,10.463131911491967,Maruti_Alto,Petrol,Dealer,Manual,First Owner
2028,23,11.002116507732017,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,Third Owner
2029,9,12.847929163278053,10.545367754151743,Tata_Tiago,Diesel,Dealer,Manual,First Owner
2030,17,12.100717685412471,11.87757552297847,Skoda_Laura,Diesel,Individual,Manual,Third Owner
2031,8,13.529162262303307,11.06665398721974,Maruti_Ciaz,Diesel,Dealer,Manual,First Owner
2032,10,14.038654909278163,11.002116507732017,Mahindra_XUV500,Diesel,Dealer,Automatic,First Owner
2033,11,12.345834587905333,11.082157933374816,Hyundai_EON,Petrol,Dealer,Manual,First Owner
2034,6,14.038654909278163,10.085850775128717,Tata_Safari,Diesel,Individual,Manual,First Owner
2035,11,13.569611298299009,10.968215530759236,Mahindra_Scorpio,Diesel,Dealer,Manual,Second Owner
2036,11,13.567050480716235,10.968215530759236,Mahindra_Scorpio,Diesel,Dealer,Manual,Second Owner
2037,9,12.409017571151187,11.127277689932466,Maruti_Alto,Petrol,Dealer,Manual,First Owner
2038,14,12.679199517372098,11.305384556883427,Hyundai_i20,Diesel,Dealer,Manual,First Owner
2039,8,13.142166004700508,10.691967639914864,Hyundai_Grand,Diesel,Dealer,Manual,First Owner
2040,10,11.608244735642321,10.714439990727769,Tata_Nano,Petrol,Dealer,Manual,First Owner
2041,12,12.899222326086994,11.225256725762893,Volkswagen_Polo,Diesel,Dealer,Manual,First Owner
2042,12,12.821260987319457,11.407576060361786,Maruti_Swift,Petrol,Individual,Manual,First Owner
2043,18,12.07254696717504,11.289794413577894,Hyundai_Verna,Diesel,Individual,Manual,Second Owner
2044,27,13.815511557963774,10.463131911491967,Mercedes-Benz_E-Class,Petrol,Individual,Automatic,Second Owner
2045,12,11.438212694578302,10.12667110305036,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2046,11,12.581081982573842,11.407576060361786,Tata_Xenon,Diesel,Individual,Manual,First Owner
2047,12,11.438212694578302,10.12667110305036,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2048,12,12.721888795877375,11.608244735642321,Hyundai_Verna,Diesel,Individual,Manual,Third Owner
2049,12,12.04355959836804,10.463131911491967,Maruti_Omni,Petrol,Individual,Manual,First Owner
2050,6,12.59473402514672,9.210440366976517,Maruti_Alto,Petrol,Individual,Manual,First Owner
2051,6,12.834683971615659,9.210440366976517,Renault_KWID,Petrol,Individual,Manual,First Owner
2052,13,12.278397958261774,11.156264806643742,Hyundai_EON,Petrol,Individual,Manual,Second Owner
2053,16,11.918397239722838,11.608244735642321,Ford_Fiesta,Diesel,Individual,Manual,Second Owner
2054,22,11.002116507732017,8.517393171418904,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2055,19,10.859018228147887,11.695255355062795,Maruti_Alto,Petrol,Individual,Manual,Third Owner
2056,16,11.289794413577894,11.407576060361786,Maruti_Omni,LPG,Individual,Manual,Second Owner
2057,13,11.849404844423074,11.156264806643742,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2058,17,11.695255355062795,11.407576060361786,Hyundai_Verna,Petrol,Individual,Manual,Second Owner
2059,19,11.608244735642321,11.695255355062795,Ford_Fiesta,Diesel,Individual,Manual,Third Owner
2060,13,12.54254845357358,11.608244735642321,Tata_New,Diesel,Individual,Manual,Fourth & Above Owner
2061,9,13.017005083966255,10.819798284210286,Toyota_Etios,Diesel,Individual,Manual,Second Owner
2062,7,13.955273369904273,10.968215530759236,Mahindra_XUV500,Diesel,Individual,Manual,First Owner
2063,7,13.384729180332174,9.61587214452889,Maruti_Baleno,Diesel,Individual,Manual,First Owner
2064,10,12.611541086966115,11.002116507732017,Tata_Zest,Petrol,Individual,Manual,Second Owner
2065,10,11.19822841866684,10.950824090522445,Tata_Nano,Petrol,Individual,Manual,First Owner
2066,10,12.899222326086994,11.373674891823535,Maruti_Swift,Diesel,Individual,Manual,Third Owner
2067,8,12.611541086966115,11.156264806643742,Renault_KWID,Petrol,Individual,Manual,First Owner
2068,13,12.611541086966115,10.308985993422082,Maruti_Wagon,Petrol,Individual,Automatic,Second Owner
2069,13,13.017005083966255,11.289794413577894,Maruti_Swift,Diesel,Individual,Manual,First Owner
2070,16,12.206077645517674,11.51293546492023,Hyundai_Santro,Petrol,Individual,Manual,Second Owner
2071,6,13.270785106659046,10.596659732783579,Maruti_Swift,Petrol,Individual,Manual,First Owner
2072,8,13.217675375388819,8.273336598504486,Hyundai_Grand,Petrol,Individual,Manual,First Owner
2073,18,12.154784614286667,11.982935344196433,Mahindra_Scorpio,Diesel,Individual,Manual,Second Owner
2074,8,13.017005083966255,10.463131911491967,Tata_Tiago,Diesel,Individual,Manual,First Owner
2075,11,12.301387370778713,11.156264806643742,Chevrolet_Spark,Petrol,Individual,Manual,First Owner
2076,13,12.644330802262578,11.142875762083019,Maruti_SX4,Petrol,Dealer,Manual,First Owner
2077,6,13.384729180332174,9.510519035757246,Hyundai_Elite,Petrol,Individual,Manual,First Owner
2078,11,12.611541086966115,10.986309155297914,Maruti_Wagon,Petrol,Dealer,Manual,First Owner
2079,12,12.206077645517674,11.156264806643742,Hyundai_Accent,Petrol,Individual,Manual,First Owner
2080,13,12.560247968016562,10.57234204052703,Honda_Brio,Petrol,Dealer,Manual,First Owner
2081,11,12.721888795877375,10.405292613081036,Honda_Brio,Petrol,Dealer,Manual,First Owner
2082,14,12.821260987319457,10.918156480309198,Hyundai_Verna,Petrol,Individual,Manual,Second Owner
2083,12,12.834683971615659,10.62235121160071,Hyundai_i20,Petrol,Dealer,Manual,First Owner
2084,16,12.367345048436391,11.113462309057699,Hyundai_i10,Petrol,Dealer,Manual,First Owner
2085,12,12.75130259456002,11.098424657605864,Hyundai_i10,Petrol,Dealer,Automatic,First Owner
2086,12,12.807655372286902,11.315486209444275,Mahindra_Quanto,Diesel,Dealer,Manual,First Owner
2087,11,12.899222326086994,10.778977123006351,Hyundai_Grand,Petrol,Individual,Manual,First Owner
2088,10,12.429220196836383,10.308985993422082,Hyundai_EON,Petrol,Individual,Manual,First Owner
2089,13,13.049794835104816,11.157264292705586,Hyundai_Verna,Diesel,Dealer,Automatic,First Owner
2090,8,12.611541086966115,9.210440366976517,Renault_KWID,Petrol,Individual,Manual,First Owner
2091,7,13.39239204133378,10.12667110305036,Maruti_Swift,Petrol,Individual,Manual,First Owner
2092,9,12.765691290604371,10.308985993422082,Maruti_Wagon,CNG,Individual,Manual,Second Owner
2093,10,13.122365377402328,10.819798284210286,Hyundai_i10,Petrol,Dealer,Automatic,First Owner
2094,10,13.049794835104816,11.051905362739744,Hyundai_Grand,Petrol,Dealer,Automatic,First Owner
2095,17,12.479913113434042,11.156264806643742,Maruti_Swift,Diesel,Individual,Manual,First Owner
2096,13,12.429220196836383,11.407576060361786,Maruti_Omni,Petrol,Individual,Manual,First Owner
2097,26,11.002116507732017,11.407576060361786,Hyundai_Accent,Petrol,Individual,Manual,Fourth & Above Owner
2098,20,11.156264806643742,11.407576060361786,Hyundai_Getz,Petrol,Individual,Manual,Third Owner
2099,9,12.429220196836383,10.308985993422082,Chevrolet_Sail,Petrol,Individual,Manual,First Owner
2100,9,12.345834587905333,11.289794413577894,Hyundai_EON,Petrol,Individual,Manual,First Owner
2101,14,12.180759965737863,11.695255355062795,Chevrolet_Optra,Diesel,Individual,Manual,First Owner
2102,9,12.506180941677357,9.99884318585288,Datsun_RediGO,Petrol,Individual,Manual,First Owner
2103,8,13.384729180332174,11.849404844423074,Honda_WR-V,Diesel,Individual,Manual,First Owner
2104,11,12.821260987319457,11.289794413577894,Hyundai_i20,Diesel,Individual,Manual,Second Owner
2105,9,13.142166004700508,10.596659732783579,Maruti_Swift,Diesel,Individual,Manual,First Owner
2106,14,12.54254845357358,10.404293143019792,Maruti_Zen,Petrol,Individual,Manual,First Owner
2107,15,12.100717685412471,10.596659732783579,Maruti_A-Star,Petrol,Individual,Manual,First Owner
2108,7,12.611541086966115,9.259225769705994,Renault_KWID,Petrol,Individual,Manual,First Owner
2109,12,12.899222326086994,11.580593459194764,Mahindra_Bolero,Diesel,Individual,Manual,First Owner
2110,15,12.25486757159303,11.002116507732017,Hyundai_i10,Petrol,Individual,Manual,Second Owner
2111,19,11.407576060361786,11.695255355062795,Hyundai_Santro,Petrol,Individual,Manual,Second Owner
2112,15,12.310437165348775,11.156264806643742,Maruti_Wagon,Petrol,Individual,Manual,First Owner
2113,10,12.388398368982115,10.819798284210286,Maruti_Alto,Petrol,Individual,Manual,Second Owner
2114,12,13.017005083966255,11.156264806643742,Toyota_Etios,Diesel,Individual,Manual,Second Owner
2115,8,13.384729180332174,8.699681400989514,Ford_Ecosport,Petrol,Individual,Manual,First Owner
2116,15,12.206077645517674,11.264476926102367,Hyundai_Verna,Diesel,Dealer,Manual,Second Owner
2117,14,12.25486757159303,11.184435286790631,Hyundai_Verna,Diesel,Dealer,Manual,Third Owner
2118,14,11.225256725762893,9.162095059348188,Tata_Nano,Petrol,Dealer,Manual,First Owner
2119,14,13.017005083966255,11.814517839013352,Toyota_Innova,Diesel,Dealer,Manual,First Owner
2120,14,12.301387370778713,10.968215530759236,Hyundai_i20,Petrol,Dealer,Manual,Second Owner
2121,12,12.691583538230217,11.264476926102367,Hyundai_i20,Diesel,Dealer,Manual,Second Owner
2122,7,13.017005083966255,10.714439990727769,Tata_Zest,Petrol,Individual,Manual,First Owner
2123,8,13.623139877437296,10.463131911491967,Ford_EcoSport,Diesel,Individual,Manual,First Owner
2124,18,11.736077016252437,11.23850177707664,Hyundai_Accent,Petrol,Dealer,Manual,Third Owner
2125,10,12.983101310070822,11.51293546492023,Mahindra_Xylo,Diesel,Individual,Manual,Third Owner
2126,14,13.091904169919621,11.502885230075814,Mahindra_Scorpio,Diesel,Individual,Manual,Second Owner
2127,16,12.07254696717504,11.289794413577894,Maruti_Ritz,Diesel,Individual,Manual,Third Owner
2128,19,12.301387370778713,11.695255355062795,Honda_Civic,Petrol,Individual,Manual,Third Owner
2129,5,14.038654909278163,7.00397413672268,Honda_BR-V,Petrol,Dealer,Manual,First Owner
